penetration_rate,spend_per_consumer,adult_share,addressable_channel_share,achievable_share,tam_usd,sam_usd,som_usd
0.12061533917228032,289.0588601735993,0.6940506498855462,0.41083556095166945,0.027826270320655027,19835869189.06696,8149280445.254261,226764080.58847302
0.10938370898637968,210.62573372567545,0.6825668071190952,0.5084961709884313,0.01882156542124179,12890818199.485435,6554931695.346328,123374075.73573227
0.12594948349504173,231.82949182300447,0.6842230549742296,0.4311698186265529,0.030052891016855432,16376987589.61667,7061262768.664328,212211360.4280479
0.1202766816463238,213.2364371734613,0.6630215267448326,0.4438403581148264,0.03411473092744445,13939324442.902796,6186834752.61673,211062202.8780821
0.08591625381859286,309.43767653481854,0.6744648591988112,0.4829981381335898,0.03595564365881062,14698705651.498316,7099447462.647361,255265203.14139572
0.1280117188758398,210.61521410411135,0.6306179223572882,0.41735829661161206,0.012048530616979108,13937247760.891466,5816825984.939667,70084205.97318523
0.10447023049279108,338.0553662956371,0.6654842293989561,0.4382845265332469,0.03566057310575319,19265904244.127552,8443947719.872316,301116014.9656647
0.12056330008710693,178.28296047968203,0.6934862796420427,0.47531104706014926,0.029187391092263072,12218955397.920893,5807804484.167043,169514660.86678267
0.12837619019820326,248.61873925294213,0.7278362530314695,0.4717994468272599,0.01615000849745031,19042469502.05785,8984226577.29586,145095335.56634706
0.09383507809801406,375.3273843399554,0.7303066809301152,0.5437795540181078,0.02366960902697758,21083950493.72706,11465021196.418764,271372569.2052429
0.07990444493824524,330.1880524498268,0.6816998545082908,0.40801037606057294,0.028381930606197047,14743369062.335243,6015447555.523219,170730015.08607766
0.08864553342409581,203.34571195608717,0.6857312956720039,0.5707553352268145,0.03558507890189102,10132511118.344389,5783184780.040077,205795086.7019414
0.09921209047034502,354.4878611313942,0.6472086244876041,0.559062921111768,0.018594395099431178,18658705357.39069,10431390321.266634,193965393.07001412
0.12138298489798803,289.2044503058323,0.6934379556149363,0.5473823786386433,0.017581555042808124,19954536106.096577,10922761438.385834,192039131.44844258
0.12496577591882554,361.60279634292885,0.6291188171478965,0.46799049245952384,0.024579306360998296,23303802329.406223,10905957928.318218,268060881.08029178
0.065002766226028,307.30356870955063,0.6584485092161754,0.5607233532738569,0.0362111350225061,10781830579.991243,6045624197.243303,218918914.1017073
0.10307839369329995,322.61665977717416,0.6909899597229179,0.44069781481941905,0.03641121843324294,18836378634.6701,8301150903.410306,302255018.7913846
0.09876441165986663,431.795044086324,0.6610223039430819,0.42482255183750595,0.020127271768537132,23108166606.353493,9816870305.99733,197586816.56529054
0.08827698919076479,245.18973837046045,0.6244573606379236,0.3949781614456052,0.021987752774692837,11079593683.404222,4376197542.635341,96222749.66068418
0.08077294688774941,311.5125432135849,0.7079838042915011,0.5977407073837668,0.03356683542415512,14602796442.365736,8728685875.240849,292994362.24335694
0.09486279703427511,284.09759161762395,0.661024258173408,0.46773058394800104,0.029076569718418526,14603337332.57535,6830427498.155112,198605401.35671014
0.1339717021367313,189.22532554339054,0.6275184065364283,0.5891132576664325,0.03647046644667149,13040374011.823652,7682257215.294118,280175504.0050841
0.09411056369036899,173.75615748835943,0.6299576029420644,0.4607592446180897,0.033065792284406204,8444251166.099514,3890766788.6574354,128651286.46081293
